0.0037	0.09804	6262.26796
0.00554	0.11802	6870.80781
0.00739	0.13812	7432.89984
0.00924	0.15804	7950.84901
0.01109	0.17607	8392.13918
0.01293	0.19386	8805.90711
0.01478	0.21102	9187.38265
0.01663	0.23364	9667.26435
0.01848	0.2451	9901.51504
0.02032	0.26364	10269.17718
0.02217	0.2796	10575.44325
0.02402	0.29631	10886.87283
0.02587	0.30867	11111.61554
0.02772	0.32718	11439.93007
0.02956	0.34329	11718.19099
0.03141	0.35661	11943.36636
0.03326	0.36858	12142.15796
0.03511	0.38217	12363.97994
0.03695	0.3957	12580.93796
0.0388	0.40815	12777.32366
0.04065	0.42099	12976.74844
0.0425	0.4338	13172.69904
0.04435	0.44778	13383.27314
0.04619	0.45492	13489.55151
0.04804	0.46278	13605.58709
0.04989	0.46554	13646.09834
0.05174	0.46575	13649.1758
0.05358	0.45864	13544.59302
0.05543	0.44646	13363.53247
0.05728	0.42054	12969.8111
0.05913	0.37524	12251.36727
0.06097	0.30723	11085.66642
0.06282	0.23481	9691.43952
0.06467	0.16422	8104.81338
0.06652	0.11124	6670.53221
0.06837	0.07815	5591.0643
0.07021	0.06066	4925.85018
0.07206	0.0513	4529.90066
0.07391	0.04803	4383.14955
0.07576	0.0486	4409.08154
0.0776	0.05025	4483.30235
0.07945	0.0498	4463.18272
0.0813	0.04647	4311.38029
0.08315	0.03915	3957.27179
0.08499	0.02997	3462.36913
0.08684	0.02067	2875.41301
0.08869	0.01326	2303.04147
0.09054	0.00894	1891.03146
0.09238	0.00807	1796.66357
0.09423	0.01017	2016.92836
0.09608	0.01401	2367.27692
0.09793	0.01773	2663.08092
0.09978	0.02031	2850.26315
0.10162	0.02115	2908.60791
0.10347	0.01974	2809.98221
0.10532	0.01665	2580.69758
0.10717	0.01269	2252.998
0.10901	0.00858	1852.56579
0.11086	0.00534	1461.50607
0.11271	0.00327	1143.67828
0.11456	0.00267	1033.44085
0.1164	0.00315	1122.49722
0.11825	0.00447	1337.16117
0.1201	0.00594	1541.42791
0.12195	0.00756	1738.96521
0.12379	0.00852	1846.07692
0.12564	0.00867	1862.2567
0.12749	0.00825	1816.59021
0.12934	0.00732	1711.13997
0.13118	0.006	1549.19334
0.13303	0.00468	1368.21051
0.13488	0.00357	1194.98954
0.13673	0.00273	1044.98804
0.13858	0.00231	961.24919
0.14042	0.00225	948.6833
0.14227	0.00237	973.65292
0.14412	0.0027	1039.23048
0.14597	0.003	1095.44512
0.14781	0.00324	1138.41996
0.14966	0.00307	1108.3411
0.15151	0.00302	1099.44759
0.15336	0.0028	1058.23343
0.1552	0.00248	995.77909
0.15705	0.00218	933.21648
0.1589	0.00193	878.64726
0.16075	0.00177	842.30517
0.16259	0.00173	832.83672
0.16444	0.00172	829.47212
0.16629	0.00173	831.3044
0.16814	0.0017	825.01273
0.16998	0.0016	800.3924
0.17183	0.00142	752.65596
0.17368	0.00118	687.10043
0.17553	9.2021E-4	606.69927
0.17737	6.54287E-4	511.58088
0.17922	4.92405E-4	443.80401
0.18107	4.2942E-4	414.44903
0.18292	4.80845E-4	438.56356
0.18476	6.35205E-4	504.06547
0.18661	8.49108E-4	582.78898
0.18846	0.00106	649.62143
0.19031	0.00123	701.72787
0.19215	0.00131	724.94
0.194	0.0013	721.95568
0.19585	0.00119	690.83862
0.19769	0.00102	639.14787
0.19954	7.71418E-4	555.48807
0.20139	5.26745E-4	459.01852
0.20324	3.07615E-4	350.77913
0.20508	1.68597E-4	259.6902
0.20693	1.0778E-4	207.63429
0.20878	1.4025E-4	236.85439
0.21063	2.3409E-4	306
0.21247	3.86155E-4	393.01654
0.21432	5.26618E-4	458.96296
0.21617	6.60662E-4	514.06712
0.21802	7.30448E-4	540.53585
0.21986	7.43368E-4	545.29533
0.22171	7.07327E-4	531.91259
0.22356	6.02565E-4	490.94399
0.2254	4.61423E-4	429.61494
0.22725	3.34305E-4	365.68019
0.2291	2.0468E-4	286.13284
0.23095	1.23123E-4	221.92116
0.23279	7.90925E-5	177.86793
0.23464	8.36825E-5	182.95628
0.23649	1.22145E-4	221.03846
0.23834	1.8411E-4	271.37428
0.24018	2.52663E-4	317.90722
0.24203	2.9614E-4	344.17437
0.24388	3.3235E-4	364.60938
0.24572	3.31245E-4	364.00275
0.24757	2.98563E-4	345.57922
0.24942	2.6928E-4	328.19506
0.25127	2.14115E-4	292.65338
0.25311	1.6048E-4	253.3614
0.25496	1.24908E-4	223.52405
0.25681	9.639E-5	196.35682
0.25866	9.5625E-5	195.57607
0.2605	1.02383E-4	202.36848
0.26235	1.15558E-4	214.99535
0.2642	1.33918E-4	231.44546
0.26604	1.46328E-4	241.93181
0.26789	1.53467E-4	247.764
0.26974	1.42842E-4	239.03347
0.27159	1.30263E-4	228.2652
0.27343	1.06803E-4	206.69059
0.27528	9.078E-5	190.55708
0.27713	7.37375E-5	171.74108
0.27897	6.9275E-5	166.46321
0.28082	7.0805E-5	168.29141
0.28267	8.5595E-5	185.03513
0.28451	9.93225E-5	199.32135
0.28636	1.19298E-4	218.44679
0.28821	1.27032E-4	225.41739
0.29006	1.30773E-4	228.71161
0.2919	1.25672E-4	224.20749
0.29375	1.08418E-4	208.24745
0.2956	8.2535E-5	181.69755
0.29744	5.729E-5	151.38032
0.29929	3.82925E-5	123.76187
0.30114	2.4055E-5	98.09179
0.30298	1.97625E-5	88.91007
0.30483	2.958E-5	108.775
0.30668	4.3265E-5	131.55227
0.30853	6.20925E-5	157.59759
0.31037	8.17275E-5	180.80653
0.31222	9.73675E-5	197.34994
0.31407	1.0727E-4	207.14246
0.31591	1.04295E-4	204.24985
0.31776	9.571E-5	195.66298
0.31961	7.684E-5	175.31686
0.32145	5.40175E-5	146.9932
0.3233	3.1875E-5	112.9159
0.32515	1.8445E-5	85.89529
0.32699	8.2025E-6	57.28001
0.32884	8.84E-6	59.46427
0.33069	1.4365E-5	75.80237
0.33254	2.42675E-5	98.52411
0.33438	3.74E-5	122.31108
0.33623	4.4455E-5	133.34917
0.33808	5.423E-5	147.28204
0.33992	5.848E-5	152.94443
0.34177	5.6695E-5	150.59216
0.34362	4.828E-5	138.96762
0.34546	3.6635E-5	121.05371
0.34731	2.64775E-5	102.91258
0.34916	1.61925E-5	80.47981
0.351	9.0525E-6	60.17475
0.35285	6.5875E-6	51.33225
0.3547	6.5875E-6	51.33225
0.35654	8.585E-6	58.60034
0.35839	1.35425E-5	73.60027
0.36208	2.2365E-5	94.5833
0.36578	2.338E-5	96.70574
0.36947	1.61975E-5	80.49224
0.37316	7.595E-6	55.11806
0.37686	3.4825E-6	37.32292
0.38055	5.3775E-6	46.37887
0.38424	9.52E-6	61.70899
0.38793	1.1195E-5	66.91786
0.39163	9.175E-6	60.58052
0.39532	5.7625E-6	48.01042
0.39901	3.705E-6	38.49675
0.40271	4.01E-6	40.04997
0.4064	5.4725E-6	46.78675
0.41009	5.5075E-6	46.93613
0.41378	3.86E-6	39.29377
0.41748	2.035E-6	28.53069
0.42117	1.6475E-6	25.671
0.42486	2.8175E-6	33.57082
0.42855	4.54E-6	42.61455
0.43225	4.7975E-6	43.80639
0.43594	3.6375E-6	38.14446
0.43963	1.7875E-6	26.73948
0.44332	5.275E-7	14.52584
0.44702	8.625E-7	18.57418
0.45071	2.0225E-6	28.44293
0.4544	3.0425E-6	34.88553
0.45809	2.775E-6	33.31666
0.46178	1.6675E-6	25.82634
0.46548	5.725E-7	15.13275
0.46917	2E-7	8.94427
0.47286	4.375E-7	13.22876
0.47655	6.975E-7	16.70329
0.48024	7.65E-7	17.49286
0.48393	7.325E-7	17.11724
0.48763	2.975E-7	10.90871
0.49132	1.9E-7	8.7178
0.49501	2.15E-7	9.27362
0.4987	2.8E-7	10.58301
0.50239	2.65E-7	10.29563
0.50608	1.825E-7	8.544
0.50977	8E-8	5.65685
0.51347	8.75E-8	5.91608
0.51716	1.925E-7	8.77496
0.52085	2.525E-7	10.04988
0.52454	2.425E-7	9.84886
0.52823	1.55E-7	7.87401
0.53192	8.25E-8	5.74456
0.53561	4E-8	4
0.5393	6.5E-8	5.09902
0.54299	9.25E-8	6.08276
0.54668	1.15E-7	6.78233
0.55037	1.15E-7	6.78233
0.55406	7.75E-8	5.56776
0.55775	4.25E-8	4.12311
0.56144	2E-8	2.82843
