0.0037	6262.26796	79.13449286	0.208742265	0.002637816
0.00554	6870.80781	82.89033605	0.229026927	0.002763011
0.00739	7432.89984	86.21426703	0.247763328	0.002873809
0.00924	7950.84901	89.16753339	0.2650283	0.002972251
0.01109	8392.13918	91.60861957	0.279737973	0.003053621
0.01293	8805.90711	93.83979492	0.293530237	0.003127993
0.01478	9187.38265	95.85083542	0.306246088	0.003195028
0.01663	9667.26435	98.32224748	0.322242145	0.003277408
0.01848	9901.51504	99.50635678	0.330050501	0.003316879
0.02032	10269.17718	101.3369487	0.342305906	0.003377898
0.02217	10575.44325	102.8369741	0.352514775	0.003427899
0.02402	10886.87283	104.3401784	0.362895761	0.003478006
0.02587	11111.61554	105.411648	0.370387185	0.003513722
0.02772	11439.93007	106.9576088	0.381331002	0.003565254
0.02956	11718.19099	108.2505935	0.390606366	0.003608353
0.03141	11943.36636	109.2857098	0.398112212	0.003642857
0.03326	12142.15796	110.1914605	0.404738599	0.003673049
0.03511	12363.97994	111.1934348	0.412132665	0.003706448
0.03695	12580.93796	112.1647804	0.419364599	0.003738826
0.0388	12777.32366	113.0368244	0.425910789	0.003767894
0.04065	12976.74844	113.915532	0.432558281	0.003797184
0.0425	13172.69904	114.7723793	0.439089968	0.003825746
0.04435	13383.27314	115.6860974	0.446109105	0.003856203
0.04619	13489.55151	116.1445285	0.449651717	0.003871484
0.04804	13605.58709	116.6429899	0.45351957	0.0038881
0.04989	13646.09834	116.8165157	0.454869945	0.003893884
0.05174	13649.1758	116.8296872	0.454972527	0.003894323
0.05358	13544.59302	116.38124	0.451486434	0.003879375
0.05543	13363.53247	115.600746	0.445451082	0.003853358
0.05728	12969.8111	113.8850785	0.432327037	0.003796169
0.05913	12251.36727	110.6858946	0.408378909	0.00368953
0.06097	11085.66642	105.2884914	0.369522214	0.003509616
0.06282	9691.43952	98.44510917	0.323047984	0.003281504
0.06467	8104.81338	90.02673703	0.270160446	0.003000891
0.06652	6670.53221	81.67332618	0.222351074	0.002722444
0.06837	5591.0643	74.77341974	0.18636881	0.002492447
0.07021	4925.85018	70.18440126	0.164195006	0.00233948
0.07206	4529.90066	67.3045367	0.150996689	0.002243485
0.07391	4383.14955	66.20535892	0.146104985	0.002206845
0.07576	4409.08154	66.4009152	0.146969385	0.002213364
0.0776	4483.30235	66.95746672	0.149443412	0.002231916
0.07945	4463.18272	66.80705591	0.148772757	0.002226902
0.0813	4311.38029	65.6611018	0.143712676	0.002188703
0.08315	3957.27179	62.9068501	0.13190906	0.002096895
0.08499	3462.36913	58.84189944	0.115412304	0.001961397
0.08684	2875.41301	53.62287767	0.0958471	0.001787429
0.08869	2303.04147	47.99001427	0.076768049	0.001599667
0.09054	1891.03146	43.48599154	0.063034382	0.001449533
0.09238	1796.66357	42.38706843	0.059888786	0.001412902
0.09423	2016.92836	44.91022556	0.067230945	0.001497008
0.09608	2367.27692	48.65467007	0.078909231	0.001621822
0.09793	2663.08092	51.60504743	0.088769364	0.001720168
0.09978	2850.26315	53.38785583	0.095008772	0.001779595
0.10162	2908.60791	53.93151129	0.096953597	0.001797717
0.10347	2809.98221	53.00926532	0.093666074	0.001766976
0.10532	2580.69758	50.80056673	0.086023253	0.001693352
0.10717	2252.998	47.46575608	0.075099933	0.001582192
0.10901	1852.56579	43.0414427	0.061752193	0.001434715
0.11086	1461.50607	38.2296491	0.048716869	0.001274322
0.11271	1143.67828	33.81831279	0.038122609	0.001127277
0.11456	1033.44085	32.14717484	0.034448028	0.001071572
0.1164	1122.49722	33.50368965	0.037416574	0.00111679
0.11825	1337.16117	36.56721441	0.044572039	0.001218907
0.1201	1541.42791	39.26102278	0.05138093	0.001308701
0.12195	1738.96521	41.70090179	0.057965507	0.00139003
0.12379	1846.07692	42.96599725	0.061535897	0.0014322
0.12564	1862.2567	43.15387236	0.062075223	0.001438462
0.12749	1816.59021	42.62147592	0.060553007	0.001420716
0.12934	1711.13997	41.36592765	0.057037999	0.001378864
0.13118	1549.19334	39.35979344	0.051639778	0.001311993
0.13303	1368.21051	36.98932968	0.045607017	0.001232978
0.13488	1194.98954	34.56862074	0.039832985	0.001152287
0.13673	1044.98804	32.32627476	0.034832935	0.001077542
0.13858	961.24919	31.00401893	0.03204164	0.001033467
0.14042	948.6833	30.80070291	0.031622777	0.00102669
0.14227	973.65292	31.20341199	0.032455097	0.001040114
0.14412	1039.23048	32.23709788	0.034641016	0.00107457
0.14597	1095.44512	33.09750927	0.036514837	0.00110325
0.14781	1138.41996	33.74047955	0.037947332	0.001124683
0.14966	1108.3411	33.29175724	0.036944703	0.001109725
0.15151	1099.44759	33.15791896	0.036648253	0.001105264
0.15336	1058.23343	32.5305	0.035274448	0.00108435
0.1552	995.77909	31.55596758	0.033192636	0.001051866
0.15705	933.21648	30.54859211	0.031107216	0.001018286
0.1589	878.64726	29.64198475	0.029288242	0.000988066
0.16075	842.30517	29.02249421	0.028076839	0.000967416
0.16259	832.83672	28.85891058	0.027761224	0.000961964
0.16444	829.47212	28.80055763	0.027649071	0.000960019
0.16629	831.3044	28.83234989	0.027710147	0.000961078
0.16814	825.01273	28.72303483	0.027500424	0.000957434
0.16998	800.3924	28.29120711	0.026679747	0.00094304
0.17183	752.65596	27.43457599	0.025088532	0.000914486
0.17368	687.10043	26.2126006	0.022903348	0.000873753
0.17553	606.69927	24.63126611	0.020223309	0.000821042
0.17737	511.58088	22.61815377	0.017052696	0.000753938
0.17922	443.80401	21.06665636	0.014793467	0.000702222
0.18107	414.44903	20.35802127	0.013814968	0.000678601
